category,company,GUI,boss,shop_name,shop_admin,address,tel
"精品,包包與服飾配件",木木創意國際有限公司,54860625,林雅婷,woodman,林雅婷,220 Taiwan 新北市板橋區文化路一段387巷15號之2,02-22511387
"精品,包包與服飾配件",吉美工作坊,47488586,郭麗萍,衣新奇,許光宏,407 Taiwan 台中市西屯區中工三路183號,0987-988826
"精品,包包與服飾配件",禾鑫貿易有限公司,42655466,陳建德,禾雅時尚國際,禾雅時尚國際,248 Taiwan 新北市五股區民義路一段116號1樓,02-22915589
"精品,包包與服飾配件",許雅雯(個人),許雅雯,Eternal永恆工坊,許伊婷,114 Taiwan 台北市內湖區安康路434巷9號3樓,02-26338853,聯絡店家
"精品,包包與服飾配件",寰禾有限公司,54705461,陳仁亮,Serfn,賴曉穎,239 Taiwan 新北市鶯歌區中正三路147巷6號,0905-531333
"精品,包包與服飾配件",謝佳馨(個人),謝佳馨,九木 Forestwud,九木.forestwud,412 Taiwan 台中市大里區三民二街59巷33號,0933-156947,聯絡店家
"精品,包包與服飾配件",湧鑫股份有限公司,53039665,林國強,揹包包生活館,李季臻,330 Taiwan 桃園市桃園區天台街7巷9號,0939-573360
"精品,包包與服飾配件",薛盛元(個人),薛盛元,心之芽手創,薛先生,220 Taiwan 新北市板橋區大觀路二段28號D區208室,0926-714-599,聯絡店家
"精品,包包與服飾配件",斌恩貿易行,09893987,鐘國斌,imitu米圖,imitu,238 Taiwan 新北市樹林區柑園街一段65巷3號之5,02-26800815
"精品,包包與服飾配件",月大王服製店,38932144,林泳瀠,月大王,林大王(月大王服製店),320 Taiwan 桃園市中壢區文化路436巷29弄1號,0913-818699
"精品,包包與服飾配件",朝鍠有限公司,42621620,林心鋗,巴黎花飾,陳靜瑤,106 Taiwan 台北市大安區忠孝東路四段206之1號4樓,02-27775866
"精品,包包與服飾配件",宏曜企業社,47372516,黃偉達,J II,黃偉達,507 Taiwan 彰化縣線西鄉見興路290巷25號,04-7589929
"精品,包包與服飾配件",英騰商行,37588164,蔡家騏,SoLoMon原創設計皮件,陳俊騰,702 Taiwan 台南市南區尊南街22號,06-2650688
"精品,包包與服飾配件",侞億有限公司,24705393,吳培瑞,PackChair,吳培瑞,221 Taiwan 新北市汐止區大同路一段179號1樓,02-26480292
"精品,包包與服飾配件",米米國際有限公司,53281628,林榮賢,米米國際,林榮賢,436 Taiwan 台中市清水區五權路97號,04-26281218
"精品,包包與服飾配件",國際億倍有限公司,80637496,黃怡靜,奢華時尚,徐仲明,110 Taiwan 台北市信義區光復南路495號12樓之1,02-87800880
"精品,包包與服飾配件",一兆國際貿易有限公司,22084600,張建文,Realface,張煥昇,700 Taiwan 台南市中西區中正路197號1樓,06-2231981
"精品,包包與服飾配件",維多利貿易有限公司,42694799,小林麗子,米蘭寶,敬苳,104 Taiwan 台北市中山區龍江路342巷38號1樓,02-55746228
"精品,包包與服飾配件",謝光典(個人),謝光典,阿華有事嗎,謝光典,114 Taiwan 台北市內湖區成功路四段223巷15弄8號2樓,0963-258143,聯絡店家
"精品,包包與服飾配件",蕭呈志(個人),蕭呈志,雅斯典襪品生活館,蕭呈志,520 Taiwan 彰化縣田中鎮新工四路59號,0911-986398,聯絡店家
"精品,包包與服飾配件",許維倫(個人),許維倫,雨傘傑,許維倫,251 Taiwan 新北市淡水區北新路169巷36號4樓,0939-738651,聯絡店家
"精品,包包與服飾配件",陳慧如(個人),陳慧如,Miss Ente,陳慧如,407 Taiwan 台中市西屯區逢甲路225巷46號3樓之1,0934-072296,聯絡店家
"精品,包包與服飾配件",禾優有限公司,70700126,周美萍,Design Of Nepal,周美萍,337 Taiwan 桃園市大園區三石里6鄰50之11號,03-3934766
"精品,包包與服飾配件",亞古奇股份有限公司,53775468,林孟奇,Aguchi亞古奇,林孟奇,221 Taiwan 新北市汐止區復興里新台五路一段75號11樓之5,02-26982602
"精品,包包與服飾配件",玻瑪國際有限公司,53143652,侯馨嵐,CORRE台手工帆布包,侯志達,709 Taiwan 台南市安南區海佃路一段340巷42號,06-2599101
"精品,包包與服飾配件",姵妃國際精品有限公司,43761140,李矩宏,姵妃國際精品,李矩宏,114 Taiwan 台北市內湖區瑞光路513巷22弄5號8樓之4,02-66001888
"精品,包包與服飾配件",婷歡飾品行,78695076,姚嘉雄,婷歡飾品行,姚緗昱,806 Taiwan 高雄市前鎮區崗山南街33之1號,07-7517404
"精品,包包與服飾配件",覓品創意生活有限公司,42776068,葉家瑜,覓品創意生活 Mi Pin,葉家瑜,307 Taiwan 新竹縣芎林鄉竹林路112巷22弄30號,0966589682
"精品,包包與服飾配件",晟祥國際有限公司,54921221,尤麗萍,有印良品,Iris Yu,330 Taiwan 桃園市桃園區經國路316號9樓,0970-299289
"精品,包包與服飾配件",李文媱(個人),李文媱,KAKI,李文媱,813 Taiwan 高雄市左營區大中二路242號7樓,0910-658598,聯絡店家
"精品,包包與服飾配件",姜采瑄(個人),姜采瑄,衣品EPIN,Peggy,241 Taiwan 新北市三重區重新路四段63號13樓之2,02-89811716,聯絡店家
"精品,包包與服飾配件",翁健豪(個人),翁健豪,醉愛日本,翁健豪,428 Taiwan 台中市大雅區大林路211巷17之11號,0910-641804,聯絡店家
"精品,包包與服飾配件",時髦妞服飾行,40580623,莊千慧,BOSSYTAFFY 國際精品館,莊千慧,404 Taiwan 台中市北區崇德路一段631號7樓之2,0905-732069
"精品,包包與服飾配件",梵米服飾精品有限公司,42841384,林畇葇,Grace Boutique,林畇葇,106 Taiwan 台北市大安區光復南路696之1號,02-2707-8778
"精品,包包與服飾配件",郭宜婷(個人),郭宜婷,Muze時尚精品,郭宜婷,710 Taiwan 台南市永康區中山南路195巷70號,0988-077783,聯絡店家
"精品,包包與服飾配件",皇普國際有限公司,24412447,駱鳳春,WALLABY袋鼠牌,楊光偉,236 Taiwan 新北市土城區明德路一段235巷16號之1,02-22618222
"精品,包包與服飾配件",張凱茹(個人),張凱茹,羊羊如玉,張凱茹,600 Taiwan 嘉義市西區仁愛路345號,0929-531375,聯絡店家
"精品,包包與服飾配件",周盈(個人),周盈,Attitude手工皮革,周盈,241 Taiwan 新北市三重區光復路一段61巷25弄8之3號6樓,0922-847825,聯絡店家
"精品,包包與服飾配件",藍蒂思企業有限公司,27459401,黃慧美,wowplay玩襪,玩襪WOW,511 Taiwan 彰化縣社頭鄉社石路648巷129號,04-8711899
"精品,包包與服飾配件",俏歐精品商行,26212079,蘇郁雯,CiAO Boutique,王小菲,106 Taiwan 台北市大安區延吉街246巷2號,02-27030398
"精品,包包與服飾配件",捷爾國際精品貿易有限公司,54257908,吳沛穎,jrfashion1994,吳沛穎,407 Taiwan 台中市西屯區黎明路二段970號,04-22593377
"精品,包包與服飾配件",同也工作室,47494686,施孟岑,La Fede Leather,施孟岑,717 Taiwan 台南市仁德區保仁路305號2樓,0932-060654
美容與彩妝,曜中美妍有限公司,84749563,洪曉甄,美妍天國,洪曉甄,220 Taiwan 新北市板橋區文化路二段313號7樓,02-2258-1711
美容與彩妝,統一生活事業(股)公司,89589328,高秀玲,康是美,康是美,114 Taiwan 台北市內湖區內湖路一段120巷15弄25號4樓,02-27990560
美容與彩妝,洸鼎生物科技有限公司,28300979,王艾,愛美家,愛美家Hebe,831 Taiwan 高雄市大寮區鳳屏一路322號,0800-015-789
美容與彩妝,本草數位有限公司,54693319,林淂,本草醫藥美妝,小草,235 Taiwan 新北市中和區板南路661號11樓,02-7728-3888
美容與彩妝,吉寬實業股份有限公司,97418404,楊舜龍,日本怪獸美妝學院,楊舜龍,330 Taiwan 桃園市桃園區同德五街235號1樓,03-3015656#225
美容與彩妝,天傳國際貿易有限公司,54136551,淑惠,幸福泉平價美妝,陳怡娟,312 Taiwan 新竹縣橫山鄉站前街9巷19號,03-5931899
美容與彩妝,捷司特國際股份有限公司,27414046,鐘賢蒼,我的心機,Abby,407 Taiwan 台中市西屯區中港路三段123號14樓之3,04-23585835
美容與彩妝,歐萊德國際股份有限公司,12890464,葛望平,歐萊德 O'right,游,325 Taiwan 桃園市龍潭區中豐路高平段18號,03-4116749
美容與彩妝,金鼎時尚有限公司,24267056,金國鼎,雙兒網,雙兒網,235 Taiwan 新北市中和區橋和路88號7樓,02-22424768
美容與彩妝,佳宇生活美學有限公司,29159680,施淑美,Umeme呦蜜蜜美妝館,許蜜蜜 小姐,242 Taiwan 新北市新莊區五工路68巷11號,02-22901886
美容與彩妝,皜驊股份有限公司,96988898,卓芷聿,荷柏園,唐守志,324 Taiwan 桃園市桃園區金陵路2段55號2樓,03-2841700
美容與彩妝,統欣生物科技股份有限公司,27443160,莊孝彰,統欣生技健康專賣店,周泰廷,709 Taiwan 台南市安南區工業二路31號研三館,0800-678600
美容與彩妝,汩宇國際有限公司,28378201,黃匯智,巴布百貨,黃匯智,412 Taiwan 台中市大里區六桂路61號1樓,04-24820716
美容與彩妝,台灣寶蝶股份有限公司,86665292,邢錦竹,寶琦華舞蹈生活用品館,洪雲雀,400 Taiwan 台中市中區柳川東路三段6號,04-22235578#312
美容與彩妝,時尚美人生物科技股份有限公司,28194082,陳逸穎,時尚美人購物商城,Mr. Chen,104 Taiwan 台北市中山區松江路3號4樓之5,02-5553-5858
美容與彩妝,全球威誠國際開發股份有限公司,28397002,林哲寬,EZMORE購物網,林哲寬,403 Taiwan 台中市西區台灣大道二段186號12樓之1,04-3700-0488
美容與彩妝,統一佳佳股份有限公司,80178859,陳姵蓉,SPA MADE,SPA MADE,114 Taiwan 台北市內湖區內湖路一段120巷15弄25號4樓,037-269333
美容與彩妝,詔興科技股份有限公司,28005293,白鎧圖,優妍 YoEn,白鎧圖,114 Taiwan 台北市內湖區蘆洲里安康路228巷23號1樓,02-27918497
美容與彩妝,哿鑫國際股份有限公司,53335650,黃慧華,Jeela’s Boutique 姬菈點藏,黃慧華,104 Taiwan 台北市中山區八德路二段203號4樓,0978-238884
美容與彩妝,天璽生化科技有限公司,28320089,張廷宗,朵璽旗艦館,張廷宗,357 Taiwan 苗栗縣通霄鎮烏眉路601號,037-762769
美容與彩妝,才天企業有限公司,28664247,黃育明,頂豐　樂天商城,yiling,236 Taiwan 新北市土城區中央路二段141號3樓,02-82626507
美容與彩妝,辰婕國際有限公司,45140879,鄭庭妍,姍伶,鄭庭妍,814 Taiwan 高雄市仁武區大禮街15號,07-3723011
美容與彩妝,台灣千冠莉有限公司,53329313,錢妙玲,台灣千冠莉,錢妙玲,251 Taiwan 新北市淡水區中正東路一段3巷19號6樓,886-2-26206806
美容與彩妝,禎的家生活小館,49877610,鄭祺禎,Realhome,鄭祺禎,320 Taiwan 桃園市中壢區中平路223號1樓,0963375300
美容與彩妝,一元生技股份有限公司,25033632,鍾佳亨,仙朵瑞拉,鍾佳亨,830 Taiwan 高雄市鳳山區建國路二段179號,07-7198806
美容與彩妝,台灣生醫富麗康股份有限公司,25159104,鍾佳亨,蜜雪兒,鍾佳亨,830 Taiwan 高雄市鳳山區建國路二段179號,07-7198806
美容與彩妝,柯薇草本企業股份有限公司,53799102,呂慶雲,CONI 康倪,柯薇草本企業股份有限公司,403 Taiwan 台中市西區台灣大道二段307號23樓,04-37005088
美容與彩妝,香草集股份有限公司,70572902,顏美芬,JustHerb 香草集,香草集股份有限公司,104 Taiwan 台北市中山區南京東路二段76號9樓,02-25672955
美容與彩妝,且力有限公司,54774109,陳建助,BERROCAL 貝羅卡,林孝祐,648 Taiwan 雲林縣西螺鎮中山路184號,05-5882846
美容與彩妝,霖威貿易有限公司,28603592,張世華,LineWay霖威保固,張世華,814 Taiwan 高雄市仁武區永榮一街133號,07-3723111
美容與彩妝,杏世紀生醫科技股份有限公司,24442202,吳麗芬,D'NA 純醫美,吳麗芬,407 Taiwan 台中市西屯區文心路二段566之1號2樓之1,04-23108722
美容與彩妝,來得適股份有限公司,24322706,許耀元,柚子的部屋,柚子,114 Taiwan 台北市內湖區行愛路77巷65號7樓,02-2790-7084
美容與彩妝,久新豐貿易有限公司,25190724,魏黃水汝,異國精品,異國精品,830 Taiwan 高雄市鳳山區福誠里三誠路186巷41弄3之8號1樓,0982-939766
美容與彩妝,芙亞國際股份有限公司,54136898,任立寰,芙亞美容精品,任先生,300 Taiwan 新竹市北區中山路40巷25之1號3樓之7,0800-676260
美容與彩妝,蒲公瑛實業有限公司,53563035,紀美如,KKORA,林雪倩,105 Taiwan 台北市松山區南京東路四段126號9樓,02-25775816
美容與彩妝,展員國際有限公司,53870505,張景翔,顏皙美姬 COSTYLISH,胡淑娉,600 Taiwan 嘉義市西區竹圍路243號,05-2310123
美容與彩妝,台灣雅聞生技股份有限公司,45911685,葉美香,ARWIN雅聞,台灣雅聞生技股份有限公司,326 Taiwan 桃園市楊梅區中山北路一段21巷1號,03-4780201
美容與彩妝,香芝有限公司,16816162,林宛臻,香芝有限公司,李啟川,833 Taiwan 高雄市鳥松區大同路2之10號,07-7351588
美容與彩妝,樺芳貿易有限公司,54261403,高芳蘭,希翠斯精油,HARU,408 Taiwan 台中市南屯區東興路一段665巷37號1樓,0424730066
美容與彩妝,凱瑟琳有限公司,28350891,梁惠雯,一安藥妝生活館,謝佳蕙,242 Taiwan 新北市新莊區新泰路304號9樓,02-29983525
美容與彩妝,芊虹美髮材料行,78807157,陳亮君,WOMAN HOUSE,陳亮君,320 Taiwan 桃園市中壢區中正路46號4樓,03-4260409
美容與彩妝,厚峰有限公司,24593334,劉孟軒,艾莉莎ELS,劉孟軒,402 Taiwan 台中市南區美村南路23巷4號1樓,04-22630779
美容與彩妝,舒宜麗國際有限公司,35849847,蕭嘉元,RP紅桃傳奇,江守權,242 Taiwan 新北市新莊區化成路205之47號6樓,02-29922742
美容與彩妝,千康有限公司,12866387,蔡景明,J.PALACE愛日貨,千康有限公司,108 Taiwan 台北市萬華區長沙街二段68號3樓,02-23758177-218
美容與彩妝,倍莉小舖,14594756,許馨之,倍莉小舖,許馨之,412 Taiwan 台中市大里區國光路二段725號2樓,04-24063111
美容與彩妝,陳偉杰(個人),99999999,陳偉杰,i-Stories,陳偉杰,110 Taiwan 台北市信義區信義路六段20號4樓,0911830522
美容與彩妝,羿有限公司,54231801,熊映筌,百媞美妝,李麗卿,300 Taiwan 新竹市東區光復路二段295號17樓之2,03-5730836
美容與彩妝,丞展實業股份有限公司,28012175,陳協佑,F.O.X,陳彥霖,236 Taiwan 新北市土城區千歲路15號3樓,02-22687928
美容與彩妝,婧綺實業有限公司,28679380,黃士名,明洞美妝時尚館,小丸子,103 Taiwan 台北市大同區重慶北路二段70巷25號之1,02-25562633
美容與彩妝,廣誠生物科技研發有限公司,27859954,陳順善,玄米大吟釀-醋中XO,廣誠生技,221 Taiwan 新北市汐止區南陽街107之2號,0800-048046
美容與彩妝,東春實業社,41657016,林茂輝,Dung chun Cosmetics,梁慧潔,268 Taiwan 宜蘭縣五結鄉福德路95號,02-26428396
美容與彩妝,山城小舖國際實業有限公司,80240565,張維珊,瑞士山城,廖芳德,248 Taiwan 新北市五股區新北產業園區五權六路15號4樓,02-22982208
美容與彩妝,張環麟(個人),99999999,張環麟,香水樂園,張環麟,111 Taiwan 台北市士林區重慶北路四段49巷40弄17號4樓,0952-033191
美容與彩妝,豪格國際有限公司,70832251,徐慈謙,Priya沛莉雅-強力保濕專家,Priya,106 Taiwan 台北市大安區信義路四段98號12樓,0800-210655
美容與彩妝,花草山林工作室,31784230,葉玫婷,玫瑰海植物純釀皂,葉玫婷,302 Taiwan 新竹縣竹北市嘉豐二街一段76號,0963-206101
美容與彩妝,立焄商行,26933365,楊怡君,77美妝,楊怡君,500 Taiwan 彰化縣彰化市安溪東路5巷12號1樓,0952-860071
美容與彩妝,小白菜化品工廠,61005908,吳國維,聖諾薇 San Rovia,吳國維,542 Taiwan 南投縣草屯鎮太平路二段33號,0800-060998
美容與彩妝,妮諾雅國際美容顧問有限公司,28449698,劉芸爾,RILASTIL伊娜思娣,蕭修存,104 Taiwan 台北市中山區林森北路510號4樓,04-23277676
美容與彩妝,臻品植萃有限公司,54745908,陳好太,臻品植萃手工皂,王姿馨,403 Taiwan 台中市西區精誠二十七街9之1號,04-24720782
美容與彩妝,恩瑪司貿易有限公司,28540915,王信堯,Nails Mall 指甲美妝材料商城,恩瑪司貿易有限公司,600 Taiwan 嘉義市西區青年街9巷12號1樓,05-2358985
美容與彩妝,漢耀生命科技股份有限公司,53510002,陳逸達,LAJOYA,孫先生,104 Taiwan 台北市中山區撫順街8號4樓,0800-200978
美容與彩妝,冠鑫生技企業有限公司,54645400,余忠賢,Madamahada,洪偲慈,106 Taiwan 台北市大安區復興南路一段137號8樓之1,02-87717029
美容與彩妝,溫馨之都國際有限公司,27692596,黃信霖,JENOVA,黃信霖,105 Taiwan 台北市松山區光復南路33巷7號1樓,07-225-0322
美容與彩妝,輝生貿易有限公司,12334740,李琚淞,日本癮Japan-holic,Farah,105 Taiwan 台北市松山區八德路四段135號3樓之1,02-27482515
美容與彩妝,嘉斯博國際有限公司,54340998,蘇郁雯,愛美時代,蘇郁雯,114 Taiwan 台北市內湖區內湖路一段252號12樓,02-25065028
美容與彩妝,最佳女主角化品有限公司,86061194,侯智然,FLOWERS and PLANTS 愛戀花草,愛戀花草,820 Taiwan 高雄市岡山區永樂街2巷109號,07-6244007
美容與彩妝,日商北海道純馬油本舖有限公司台灣分公司,54380392,森田憲英,北海道純馬油本舖TW,junbayu,807 Taiwan 高雄市三民區明哲路33號2樓之2(202室),07-3471771
美容與彩妝,廖書敏(個人),廖書敏,露比私藏,廖書敏,802 Taiwan 高雄市苓雅區憲政路290巷1弄6號,0973056337,聯絡店家
美容與彩妝,仙可兒生技有限公司,80224426,余枝發,仙可兒生技,余權倫,262 Taiwan 宜蘭縣礁溪鄉礁溪路一段302巷20號,03-9288258
美容與彩妝,酵泉生物科技股份有限公司,53901373,林凱建,酵泉生技,孫潔,830 Taiwan 高雄市鳳山區五甲二路226號,0800-666152
美容與彩妝,汎奇國際股份有限公司,80317830,劉秀英,微美,微美webuty,407 Taiwan 台中市西屯區中港路二段1之18號9樓,04-3703-2828
美容與彩妝,三亞企業社,38717291,許睿哲,素晴館,許睿哲,827 Taiwan 高雄市彌陀區舊港路20號,07-3642218
美容與彩妝,紐斯國際貿易有限公司,54815333,羅濟龍,紐斯國際貿易有限公司,羅濟龍,320 Taiwan 桃園市中壢區立和路37號,03-4627367
美容與彩妝,宇宙生活股份有限公司,70557228,蔡耀億,Ethel伊黛爾藥,蔡涵任,110 Taiwan 台北市信義區基隆路二段79巷1弄5號,02-27372168
美容與彩妝,挖寶客事業有限公司,24962505,俞希珍,WBK SHOP,俞希珍,110 Taiwan 台北市信義區忠孝東路五段474號9樓,0973078089
美容與彩妝,鑫宜天有限公司,24559146,考捷一,自然之丘,考捷一,105 Taiwan 台北市松山區民生東路五段171號11樓之2,0983-980189
美容與彩妝,愛瑞克絲生技股份有限公司,53719086,楊明潔,iRelax Biotech 愛瑞克絲生技,Ellie,231 Taiwan 新北市新店區北新路一段89號9樓之4,02-89113443
美容與彩妝,永造有限公司,14047717,蘇英智,Bijin碧晴美妝百貨,陳怡伶,242 Taiwan 新北市新莊區中正路659號9樓,02-28318308
美容與彩妝,花草森林企業社,31867344,李瑋瑛,V姐の香氛小舖,李瑋瑛,114 Taiwan 台北市內湖區新明路498巷14弄11號4樓,0928-229803
美容與彩妝,貝利富企業有限公司,89468128,邱瑞玲,PLF貝利富,Grace,234 Taiwan 新北市永和區保生路2號13樓之1,02-82316188
美容與彩妝,掄英國際事業有限公司,28223946,扈永安,Lunint,Helen,106 Taiwan 台北市大安區復興南路一段135巷27號2樓之1,02-27522950
美容與彩妝,彤彤小舖貿易有限公司,25101933,俞冠宇,彤彤小舖,Vicky,114 Taiwan 台北市內湖區瑞光路8號3樓之1,02-27955998
美容與彩妝,加美國際有限公司,42620116,謝永鑑,Bio Miracle,謝永鑑,105 Taiwan 台北市松山區南京東路三段256巷28弄17號1樓,02-27771658
美容與彩妝,森田生醫股份有限公司,54099177,周尚霖,森田藥,森田藥,500 Taiwan 彰化縣彰化市和平路11號,04-7234445
美容與彩妝,晴美髮舖有限公司,54018533,黃義霖,晴美髮舖,李佩璇,221 Taiwan 新北市汐止區原興路78巷6號1樓,0973-317-493
美容與彩妝,台灣羅士生技股份有限公司,28670389,宋婕綾,PG美妝,宋婕綾,241 Taiwan 新北市三重區河邊北街52號22樓之3,0975-700223
美容與彩妝,漾國際有限公司,54694035,張治雄,三三宣妍,張治雄,234 Taiwan 新北市永和區仁愛路309號17樓之7,02-89212120
美容與彩妝,匯盈整合行銷有限公司,99999999,蕭金美,HOME生活網,蕭金美,104 Taiwan 台北市中山區中山北路二段102號4樓之3,02-25222539
美容與彩妝,銀旺科技股份有限公司,28947082,張正勳,RUNWAY台灣專業彩妝平台,Perry,407 Taiwan 台中市西屯區市政北一路77號6樓之8,04-2359-8913
美容與彩妝,樺憲國際有限公司,27619630,李坤樺,米兒俐Mildly,李坤樺,613 Taiwan 嘉義縣朴子市海通路1之33號,05-3708686
美容與彩妝,洪雙璽(個人),洪雙璽,天麗小舖,洪雙璽,325 Taiwan 桃園市龍潭區中豐路高平段123巷100號,0905-722339,聯絡店家
美容與彩妝,艾爾納企業有限公司,53908397,林貴春,Diovia,郭乃瑋,802 Taiwan 高雄市苓雅區建國一路87巷3號,07-7219761
美容與彩妝,柳雅雯(個人),99999999,柳雅雯,JR SOAP 潔柔皂皂屋,柳雅雯,238 Taiwan 新北市樹林區學勤路249號12樓,0931-515695
美容與彩妝,群英醫學股份有限公司,24322282,賴永隆,CHARMEUR群英夏莯,Sophie Cheng,403 Taiwan 台北市大安區信義路4段281號6樓,02-27093369#242
美容與彩妝,溫錦霞(個人),99999999,溫錦霞,Quince Korea 韓國 Quince,溫錦霞,116 Taiwan 台北市文山區興隆路四段62巷8號1樓,02-29371998
美容與彩妝,植享家股份有限公司,27711480,張月園,Bonnie House,張X園,811 Taiwan 高雄市楠梓區卓越路2號(創業園區L309),07-3520266
美容與彩妝,詩丹生化國際有限公司,27370997,郭保辰,台灣御泥坊,郭保辰,402 Taiwan 台中市南區美村路二段124巷46號,04-22515599
美容與彩妝,妍沁生技事業有限公司,24524132,韓立威,Ben trovato 妍沁生技,韓立威,800 Taiwan 高雄市新興區七賢一路311號3樓,07-2350007
美容與彩妝,艾寬諾科技有限公司,54038432,張家榮,Muca gel 沐卡,林欣儀,244 Taiwan 新北市林口區四維路178號,02-77303623#215
美容與彩妝,巧新國際股份有限公司,24494799,蔡國偉,tt max,許麗姝,106 Taiwan 台北市大安區復興南路二段340巷28號,02-22431999
美容與彩妝,千翊生物科技有限公司,29011343,吳豐賓,gatita 美妝館,千翊,801 Taiwan 高雄市前金區中正路四段211號14樓之5,07-2410001
美容與彩妝,可樂久國際有限公司,53867213,周幸樺,皂妃肌酵素美容,周幸樺,404 Taiwan 台中市北區中清路一段79號6樓,04-22031636
美容與彩妝,盛揚生物科技廠,90938231,陳玉葉,艾娜兒,魏斯韻,420 Taiwan 台中市豐原區合作街76巷29號,04-25294180
美容與彩妝,雷科斯國際有限公司,54703148,張孫偉,Flora Emma,張孫偉,243 Taiwan 新北市泰山區楓樹街15巷17號1樓,02-22970109
美容與彩妝,樺元數位科技股份有限公司,54226589,李嘉浤,The Bliss Concept,許家楨,406 Taiwan 台中市北屯區崇德十路一段517號1樓,04-23215086
美容與彩妝,拜爾程生技有限公司,53151272,康翠敏,ELATO 安拉朵,安拉朵,403 Taiwan 台中市西區台灣大道二段375號11樓之1,04-23263916
美容與彩妝,勁捷生物科技股份有限公司,53548210,朱昭霖,Baby Butt 嬰兒屁屁,林英源,114 Taiwan 台北市內湖區行愛路77巷56號3樓,02-87929762
美容與彩妝,僑集科技股份有限公司,84266101,孟員嶠,愛美麗ibeauty,彭重蘭,114 Taiwan 台北市內湖區瑞湖街103號7樓,02-26274567-755
美容與彩妝,晶智圓富禪謦有限公司,54241884,黃珊珊,禪謦工坊,范斐智,403 Taiwan 台中市西區三民西路58號3樓,04-23767338
美容與彩妝,宇宏生技有限公司,27477891,鄭寶珠,Her Medica,楊恢宇,220 Taiwan 新北市板橋區新海路10號1樓,02-22531937
美容與彩妝,呈果有限公司,54155199,吳采澐,4mula奇肌實驗室,吳采澐,104 Taiwan 台北市中山區松江路108巷27號2樓,+886-2-25315548
美容與彩妝,潔貝菈國際生技有限公司,54677556,黃于容,潔貝菈 justbella,黃于容,106 Taiwan 台北市大安區和平東路三段412之1號11樓之1,02-23930807
美容與彩妝,兆華國際顧問有限公司,53332387,劉旻華,我的香氛秘密,劉旻華,100 Taiwan 台北市中正區師大路136號1樓,0223018180
美容與彩妝,敏潔生技股份有限公司,54768704,劉俊敏,Ravishing 美妝保養,李亞潔,414 Taiwan 台中市烏日區溪南路三段503巷39號,0937-735710
美容與彩妝,高春國際貿易有限公司,84494365,蘇春欉,儷人美研所,蘇春欉,238 Taiwan 新北市樹林區鎮前街269巷29弄11號,02-86860939
美容與彩妝,寶島本舖生活事業有限公司,24678419,陳良沛,寶島本舖,寶島本舖,806 Taiwan 高雄市前鎮區一心一路241號3樓,07-3331627
美容與彩妝,徐秀美(個人),99999999,徐秀美,含暄生活坊,周裕禮,310 Taiwan 新竹縣竹東鎮文林路149巷2號,0936-667600
美容與彩妝,纖纖生活事業有限公司,80274500,林麗瓊,Angel life芳香醫護研究學校,廖覲瑀,231 Taiwan 新北市新店區建國路293巷12號1樓,0920-538-881
美容與彩妝,好生活雪文洋行有限公司,28964080,施恩新,雪文洋行,施恩新,251 Taiwan 新北市淡水區中正路175號,02-2626-7022
美容與彩妝,凱瑞莎兒有限公司,97435071,樓台豐,deborah lippmann奢華精品指甲油,deborah lippmann,104 Taiwan 台北市中山區長安西路26巷1之1號,02-25590560
美容與彩妝,姿陽生技股份有限公司,24936612,朱玉玲,姿陽生技,朱玉玲,104 Taiwan 台北市中山區德惠街3巷1號3樓之1,02-25975195
美容與彩妝,臺洋生技有限公司,54094715,黃茹筠,御雪妍 Best Fairness,御雪妍,407 Taiwan 台中市西屯區工業區一路70號6樓,04-23595611
美容與彩妝,瑪禾亞實業有限公司,24536783,鄭月玲,MAHOYA靈氣精油,林采緹,105 Taiwan 台北市松山區三民路155巷2號,02-27698422
美容與彩妝,優美蒂有限公司,25009963,蔡齡葳,優美蒂美學生活館,Mandy,103 Taiwan 台北市大同區雙連街39巷29號2樓,02-2557-1088
美容與彩妝,法式曼亞企業有限公司,53789890,林幼娥,歐莉仕天然有機保養,劉名景,429 Taiwan 台中市神岡區大富路20巷45之1號,04-25204568
美容與彩妝,歐科有限公司,24707110,陳旻靖,OCARE歐科,陳旻靖,242 Taiwan 新北市新莊區民安路207巷12弄1號,02-22427225
美容與彩妝,蒲生實業有限公司,30939307,鄭金鳳,DDskin,DDskin,106 Taiwan 台北市大安區瑞安街230號2樓,02-27557706
美容與彩妝,綠揚光電科技有限公司,53567834,陳韋翔,RIZZO麗柔光指彩,林亦欽,231 Taiwan 新北市新店區民權路88之1號4樓,0800-818879
美容與彩妝,期富國際有限公司,24665646,黃珮珊,蜜俐堤 MELITE Skincare,鄭翔謙,807 Taiwan 高雄市三民區義華路191號,07-3925922
美容與彩妝,凱蔓瑞國際有限公司,24762788,黃顏美美,樂荳城,樂荳城,100 Taiwan 台北市中正區重慶南路一段61號11樓之13,02-2758-6277
美容與彩妝,名國化品廠,01652845,彭得財,Proofati,彭健耕,114 Taiwan 台北市內湖區新明路321巷10弄5號5樓,02-2794-5849
美容與彩妝,美麗動力股份有限公司,53331872,岑國誠,ATORREGE AD 日本醫美權威,任月玲,106 Taiwan 台北市大安區仁愛路四段151巷19號2樓,02-27210781
美容與彩妝,科泰生物科技股份有限公司,28654711,王讚崇,Holika Holika,廖思閔,104 Taiwan 台北市中山區撫順街33號5樓,02-22686393
