GUI,company,tel,address,web
12514341,振樺電子股份有限公司,02-22685577,新北市土城區大同街23號,http://www.posiflex.com
28496495,神準科技股份有限公司,03-3289289,桃園市龜山區復興三路500號,www.engeniusnetworks.com
53097030,陞鴻機械股份有限公司 ,04-25341818,臺中市神岡區三角里三和路131巷12號,http://www.shmachinetw.com/
27795571,唯光科技有限公司,04-22958558,台中市北屯區文心路三段447號21樓,www.just-mobile.com
43845900,祥儀企業股份有限公司,03-3623452,桃園市桃園區桃鶯路461號,www.shayye.com.tw
69675985,統資實業股份有限公司,06-2534017,台灣省台南市永康區正北一路96號,www.babyace.com.tw
22747973,博多實業股份有限公司,02-25140588,新北市汐止區康寧街169巷31-1號10樓之1,http://www.bodokgroup.com/web/about
23001895,普發工業股份有限公司,04-23503099,臺中市南屯區文山里精科七路6號,www.perfectmachine.com.tw
84114421,普瑭事業股份有限公司,03-3594838,桃園市龜山區茶專一街128號,www.ergolife.com.tw
84149786,晶元光電股份有限公司,03-5678000,新竹科學園區力行五路五號,www.epistar.com
12642789,晶傑精機有限公司,04-25288879,台中市豐原區大順街8巷54號,www.sunus.com.tw
80653283,賀毅科技股份有限公司,02-26969292,新北市汐止區新台五路一段90號10樓,http://www.ebn.com.tw
23632773,雃博股份有限公司,02-22685568,新北市土城區民生街9號(土城工業區),www.apexmedicalcorp.com
55841816,嵩富機械廠股份有限公司 ,04-25252995,台中市神岡區國豐路一段149號,www.pinnacle-mc.com
97454724,微邦科技(股)公司,03-3767555,桃園市八德區茄苳路756號,http://www.microbase.com.tw
27763753,新日光能源科技股份有限公司,03-5780011,新竹市科學工業園區力行三路7號,www.nsp.com
28945351,新屋力懋鋁業股份有限公司,02-26705303,新北市鶯歌區中正三路236號,www.rebar.com.tw
70801588,誠研科技股份有限公司,02-29126268,新北市新店區北新路三段225號9樓,www.hiti.com
80216143,鉅景科技股份有限公司,02-82271799,新北市中和區建一路186號8樓之1,http://www.chipsip.com
22195654,精華光學股份有限公司,02-86916000,新北市汐止區大同路一段276號5樓,www.stshine.com.tw/
80650390,網奕資訊科技股份有限公司,02-23255668,台北市大安區信義路三段149號8樓,http://www.habook.com.tw/
75689304,臺塑汽車貨運股份有限公司,03-3975858,桃園縣龜山鄉文化一路41-1號2F,www.fpg.com.tw/html/com/fptc/fptc.htm
89397503,臺鹽實業股份有限公司,06-2160688,台南市南區健康路一段297號,www.tybio.com.tw
59063487,豪山國際股份有限公司,04-25343566,台中市東勢區新盛里東關路六段687號,www.hosun.com.tw
80695170,齊瀚光電股份有限公司,02-26968111,新北市汐止區新台五路一段116號9樓,www.lustrous.com.tw
28696894,億豐綜合工業(股)有限公司,04-36000999,台中市南屯區五權西路二段236號19樓,www.nienmade.com.tw
70479315,廣積科技股份有限公司,02-26557588,台北市南港區園區街3-1號11樓G棟,www.ibase.com.tw
53614560,德盟儀器製造有限公司,04-25281117,台中市神岡區大富路61巷53號,www.adronic.com.tw
27653708,澎錸實業股份有限公司,03-2860555,台北市中正區八德路一段46號9F,www.slidybike.com
23824370,震旦行股份有限公司,02-23458088,台北市松山區健康路156號10樓,aurora.com.tw
12780635,樹德企業(股)公司,04-23358800,台中市烏日區溪南路二段270巷102號,www.shuter.com.tw
51927600,興台彩色印刷股份有限公司,04-22871181,台中市南區忠孝路64號,www.giclee.com.tw
22998767,龍泉科技有限公司,07-3717457,高雄市仁武區竹楠路94號,www.lcwater.com.tw
23963436,薈昇企業有限公司,07-7353093,高雄市鳥松區美山路77巷5號,www.taiwantrade.com.tw/EP/perseidas/
23632274,瀚荃股份有限公司,02-26201000,新北市淡水區中正東路一段3巷9號9樓,www.cvilux.com.tw
16363914,瀚霖科技股份有限公司,03-5645166,新竹市科學工業園區展業一路3號4樓,www.handlink.com.tw
53689148,騰逸實業有限公司,02-29995623,新北市三重區重新路五段609巷6號8樓之8,http://www.ternbicycles.com/
23291070,鐵碳企業股份有限公司,04-26595889,台中市梧棲區中港加工出口區經一路20號,www.feca.com.tw
